intended_pedal,scenario,heel_x,heel_y,heel_center_x,heel_center_y,heel_pressure,brake_pressed,accel_pressed,car_velocity_kph,heel_anchor_dx,heel_anchor_dy,actual_pressed_pedal,risk_score,safety
accel,heel_left_warning,"[0.3395, 0.4391]","[0.7886, 0.886]",0.3893,0.8373,53.56,0,1,56.35,-0.0619,0.0023,accel,2.29,1
accel,safe_brake_cover,"[0.3915, 0.4891]","[0.8116, 0.8762]",0.4403,0.8439,50.49,0,1,20.42,-0.0109,0.0089,accel,0.0,0
brake,safe_slight_right,"[0.4146, 0.4964]","[0.818, 0.8881]",0.4555,0.853,53.62,1,0,18.56,0.0043,0.018,brake,0.0,0
accel,safe_centered,"[0.4026, 0.4946]","[0.8167, 0.8705]",0.4486,0.8436,39.43,0,1,18.27,-0.0026,0.0086,accel,0.0,0
accel,safe_slight_right,"[0.3904, 0.5115]","[0.8182, 0.8889]",0.451,0.8535,32.01,0,1,41.04,-0.0002,0.0185,accel,0.0,0
accel,safe_centered,"[0.3875, 0.5071]","[0.8183, 0.8804]",0.4473,0.8493,46.55,0,1,32.43,-0.0039,0.0143,accel,0.0,0
accel,wrong_pedal_danger,"[0.4028, 0.499]","[0.8094, 0.869]",0.4509,0.8392,68.86,1,0,16.54,-0.0003,0.0042,brake,5.5,2
accel,safe_slight_right,"[0.4266, 0.5071]","[0.8112, 0.8718]",0.4669,0.8415,26.89,0,1,5.68,0.0157,0.0065,accel,0.0,0
brake,brake_press_low_speed_warning,"[0.4009, 0.5008]","[0.7553, 0.849]",0.4508,0.8021,43.31,1,0,0.0,-0.0004,-0.0329,brake,0.8,1
accel,safe_centered,"[0.407, 0.4967]","[0.8097, 0.8967]",0.4519,0.8532,44.36,0,1,19.85,0.0007,0.0182,accel,0.0,0
accel,safe_slight_right,"[0.4253, 0.5177]","[0.8041, 0.8741]",0.4715,0.8391,40.46,0,1,25.58,0.0203,0.0041,accel,0.0,0
accel,heel_too_close_warning,"[0.3919, 0.4746]","[0.688, 0.7616]",0.4332,0.7248,52.5,0,1,43.89,-0.018,-0.1102,accel,1.055,1
brake,safe_slight_right,"[0.3989, 0.5235]","[0.7492, 0.8395]",0.4612,0.7944,33.09,1,0,43.95,0.01,-0.0406,brake,0.0,0
accel,no_pedal_danger,"[0.4182, 0.5207]","[0.8069, 0.8935]",0.4694,0.8502,75.17,0,0,48.31,0.0182,0.0152,none,3.9,2
accel,heel_too_close_warning,"[0.3996, 0.4944]","[0.721, 0.8046]",0.447,0.7628,69.31,0,1,30.95,-0.0042,-0.0722,accel,0.277,1
brake,safe_centered,"[0.3913, 0.5195]","[0.8048, 0.8798]",0.4554,0.8423,48.25,1,0,30.69,0.0042,0.0073,brake,0.0,0
accel,brake_press_low_speed_warning,"[0.4113, 0.489]","[0.7767, 0.8557]",0.4501,0.8162,63.3,1,0,5.31,-0.0011,-0.0188,brake,5.5,2
brake,heel_right_danger,"[0.5677, 0.641]","[0.7789, 0.8571]",0.6044,0.818,31.89,1,0,52.59,0.1532,-0.017,brake,7.791,2
brake,safe_brake_cover,"[0.4166, 0.5104]","[0.7917, 0.8436]",0.4635,0.8176,48.21,1,0,39.87,0.0123,-0.0174,brake,0.0,0
brake,heel_left_warning,"[0.3295, 0.4272]","[0.8266, 0.8675]",0.3784,0.847,55.3,1,0,49.64,-0.0728,0.012,brake,0.656,1
brake,panic_random_danger,"[0.6846, 0.7988]","[0.6761, 0.7409]",0.7417,0.7085,39.27,0,1,12.04,0.2905,-0.1265,accel,26.507,2
accel,safe_brake_cover,"[0.3718, 0.4927]","[0.7775, 0.8582]",0.4322,0.8178,39.83,0,1,23.71,-0.019,-0.0172,accel,0.0,0
accel,heel_too_far_warning,"[0.4265, 0.511]","[0.8465, 0.9196]",0.4688,0.8831,36.15,0,1,32.06,0.0176,0.0481,accel,0.0,1
brake,safe_centered,"[0.3834, 0.507]","[0.796, 0.8719]",0.4452,0.8339,58.36,1,0,23.78,-0.006,-0.0011,brake,0.0,0
brake,heel_too_far_warning,"[0.4316, 0.513]","[0.8727, 0.9512]",0.4723,0.9119,57.42,1,0,43.52,0.0211,0.0769,brake,0.819,1
brake,safe_brake_cover,"[0.4105, 0.4876]","[0.8069, 0.8598]",0.449,0.8333,48.52,1,0,67.54,-0.0022,-0.0017,brake,0.0,0
brake,safe_slight_right,"[0.4206, 0.5323]","[0.7793, 0.8308]",0.4764,0.8051,33.78,1,0,11.76,0.0252,-0.0299,brake,0.408,0
brake,panic_random_danger,"[0.2621, 0.3713]","[0.8045, 0.8852]",0.3167,0.8449,61.68,1,0,46.3,-0.1345,0.0099,brake,2.666,2
brake,brake_press_low_speed_warning,"[0.4064, 0.496]","[0.7874, 0.8681]",0.4512,0.8278,35.4,1,0,4.82,-0.0,-0.0072,brake,0.0,1
brake,safe_slight_right,"[0.4189, 0.5391]","[0.8229, 0.8788]",0.479,0.8508,23.83,1,0,56.92,0.0278,0.0158,brake,0.511,0
accel,wrong_pedal_danger,"[0.437, 0.5036]","[0.7891, 0.8547]",0.4703,0.8219,50.74,1,0,35.52,0.0191,-0.0131,brake,5.5,2
brake,heel_right_danger,"[0.5447, 0.6196]","[0.7921, 0.8373]",0.5821,0.8147,72.57,1,0,49.16,0.1309,-0.0203,brake,6.455,2
brake,heel_right_warning,"[0.4521, 0.5804]","[0.7994, 0.8815]",0.5163,0.8405,47.31,1,0,7.17,0.0651,0.0055,brake,2.504,1
brake,safe_brake_cover,"[0.3786, 0.4611]","[0.8115, 0.8681]",0.4199,0.8398,57.17,1,0,37.01,-0.0313,0.0048,brake,0.0,0
brake,brake_press_low_speed_warning,"[0.3756, 0.4785]","[0.804, 0.8481]",0.4271,0.826,53.28,1,0,7.84,-0.0241,-0.009,brake,0.0,1
brake,safe_centered,"[0.4016, 0.4851]","[0.7619, 0.8408]",0.4433,0.8014,22.27,1,0,24.05,-0.0079,-0.0336,brake,0.0,0
brake,heel_left_danger,"[0.2858, 0.4073]","[0.8128, 0.8841]",0.3466,0.8484,58.55,1,0,11.16,-0.1046,0.0134,brake,1.293,2
brake,safe_brake_cover,"[0.3743, 0.4648]","[0.8328, 0.8728]",0.4195,0.8528,30.52,1,0,44.78,-0.0317,0.0178,brake,0.0,0
brake,heel_too_far_warning,"[0.3998, 0.4937]","[0.9093, 0.9802]",0.4467,0.9447,44.1,1,0,28.81,-0.0045,0.1097,brake,1.642,1
accel,brake_press_low_speed_warning,"[0.3948, 0.5121]","[0.8384, 0.8955]",0.4534,0.867,64.88,1,0,7.76,0.0022,0.032,brake,5.5,2
accel,safe_slight_right,"[0.4081, 0.5258]","[0.7962, 0.8753]",0.467,0.8357,58.11,0,1,41.14,0.0158,0.0007,accel,0.0,0
brake,safe_slight_right,"[0.4103, 0.493]","[0.7946, 0.8585]",0.4516,0.8265,44.78,1,0,55.27,0.0004,-0.0085,brake,0.0,0
brake,safe_centered,"[0.4522, 0.5327]","[0.8082, 0.8743]",0.4924,0.8413,36.48,1,0,27.71,0.0412,0.0063,brake,1.074,0
brake,wrong_pedal_danger,"[0.3965, 0.4947]","[0.8259, 0.9036]",0.4456,0.8648,70.38,0,1,10.65,-0.0056,0.0298,accel,5.5,2
accel,safe_centered,"[0.407, 0.5206]","[0.7809, 0.8691]",0.4638,0.825,30.65,0,1,35.02,0.0126,-0.01,accel,0.0,0
brake,safe_centered,"[0.3737, 0.4651]","[0.81, 0.8748]",0.4194,0.8424,35.41,1,0,52.84,-0.0318,0.0074,brake,0.0,0
accel,wrong_pedal_danger,"[0.3951, 0.4909]","[0.7777, 0.8702]",0.443,0.8239,51.09,1,0,15.29,-0.0082,-0.0111,brake,5.5,2
brake,safe_centered,"[0.4032, 0.4851]","[0.7733, 0.8455]",0.4441,0.8094,52.61,1,0,16.0,-0.0071,-0.0256,brake,0.0,0
accel,panic_random_danger,"[0.2171, 0.324]","[0.7876, 0.8485]",0.2705,0.8181,59.38,1,0,64.1,-0.1807,-0.0169,brake,14.647,2
accel,heel_right_danger,"[0.5102, 0.6184]","[0.7745, 0.8545]",0.5643,0.8145,64.16,0,1,25.88,0.1131,-0.0205,accel,1.463,2
brake,safe_centered,"[0.3912, 0.4902]","[0.7851, 0.8453]",0.4407,0.8152,47.18,1,0,5.0,-0.0105,-0.0198,brake,0.0,0
brake,safe_slight_right,"[0.4138, 0.5133]","[0.781, 0.8581]",0.4636,0.8196,51.62,1,0,30.2,0.0124,-0.0154,brake,0.0,0
accel,heel_too_close_warning,"[0.3986, 0.4928]","[0.7262, 0.795]",0.4457,0.7606,39.9,0,1,31.15,-0.0055,-0.0744,accel,0.305,1
accel,brake_press_low_speed_warning,"[0.4046, 0.5209]","[0.7695, 0.8467]",0.4628,0.8081,50.75,1,0,7.48,0.0116,-0.0269,brake,5.5,2
brake,heel_too_far_warning,"[0.401, 0.5073]","[0.8765, 0.9521]",0.4542,0.9143,53.21,1,0,14.68,0.003,0.0793,brake,0.653,1
brake,safe_slight_right,"[0.3943, 0.5128]","[0.821, 0.8875]",0.4536,0.8542,57.29,1,0,53.53,0.0024,0.0192,brake,0.0,0
brake,heel_right_warning,"[0.466, 0.5639]","[0.8158, 0.8882]",0.5149,0.852,45.42,1,0,15.07,0.0637,0.017,brake,2.423,1
brake,safe_brake_cover,"[0.4012, 0.4762]","[0.8206, 0.8851]",0.4387,0.8529,52.39,1,0,52.1,-0.0125,0.0179,brake,0.0,0
accel,panic_random_danger,"[0.601, 0.6715]","[0.7804, 0.8347]",0.6363,0.8075,57.15,0,1,24.12,0.1851,-0.0275,accel,2.901,2
brake,brake_press_low_speed_warning,"[0.3924, 0.4766]","[0.8231, 0.8961]",0.4345,0.8596,40.44,1,0,14.66,-0.0167,0.0246,brake,0.0,1
accel,wrong_pedal_danger,"[0.387, 0.5042]","[0.8107, 0.8507]",0.4456,0.8307,50.36,1,0,8.57,-0.0056,-0.0043,brake,5.5,2
accel,safe_brake_cover,"[0.4113, 0.4899]","[0.8103, 0.8958]",0.4506,0.853,45.2,0,1,49.12,-0.0006,0.018,accel,0.0,0
brake,safe_centered,"[0.4026, 0.499]","[0.8078, 0.8685]",0.4508,0.8381,34.28,1,0,25.12,-0.0004,0.0031,brake,0.0,0
brake,heel_right_warning,"[0.4709, 0.5377]","[0.8037, 0.8793]",0.5043,0.8415,51.07,1,0,63.59,0.0531,0.0065,brake,1.787,1
accel,brake_press_low_speed_warning,"[0.3946, 0.5038]","[0.8139, 0.8613]",0.4492,0.8376,68.65,1,0,3.02,-0.002,0.0026,brake,5.5,2
brake,safe_slight_right,"[0.404, 0.5223]","[0.801, 0.8642]",0.4631,0.8326,49.04,1,0,83.27,0.0119,-0.0024,brake,0.0,0
accel,heel_right_warning,"[0.4385, 0.5277]","[0.7956, 0.8725]",0.4831,0.8341,51.46,0,1,8.21,0.0319,-0.0009,accel,0.0,1
accel,heel_right_warning,"[0.5079, 0.5909]","[0.7772, 0.8467]",0.5494,0.8119,50.19,0,1,33.06,0.0982,-0.0231,accel,1.164,1
brake,wrong_pedal_danger,"[0.4077, 0.505]","[0.801, 0.8595]",0.4564,0.8302,31.68,0,1,29.04,0.0052,-0.0048,accel,5.5,2
brake,safe_brake_cover,"[0.3768, 0.4792]","[0.8082, 0.8776]",0.428,0.8429,35.72,1,0,57.77,-0.0232,0.0079,brake,0.0,0
accel,heel_too_close_warning,"[0.4014, 0.4846]","[0.7164, 0.7906]",0.443,0.7535,50.96,0,1,7.83,-0.0082,-0.0815,accel,0.393,1
brake,safe_slight_right,"[0.4159, 0.5149]","[0.8021, 0.8645]",0.4654,0.8333,44.34,1,0,43.39,0.0142,-0.0017,brake,0.0,0
accel,heel_left_warning,"[0.3462, 0.4309]","[0.7819, 0.849]",0.3885,0.8154,59.07,0,1,21.16,-0.0627,-0.0196,accel,1.325,1
brake,no_pedal_danger,"[0.3884, 0.5003]","[0.8208, 0.8683]",0.4443,0.8445,35.77,0,0,5.0,-0.0069,0.0095,none,2.5,2
brake,heel_left_danger,"[0.2987, 0.4011]","[0.8139, 0.8773]",0.3499,0.8456,44.75,1,0,6.48,-0.1013,0.0106,brake,1.226,2
brake,safe_centered,"[0.4182, 0.505]","[0.7734, 0.8385]",0.4616,0.806,46.44,1,0,39.05,0.0104,-0.029,brake,0.0,0
accel,heel_too_far_warning,"[0.4044, 0.4929]","[0.8803, 0.9504]",0.4487,0.9153,47.94,0,1,31.53,-0.0025,0.0803,accel,0.686,1
accel,safe_centered,"[0.4139, 0.4985]","[0.7969, 0.8616]",0.4562,0.8293,41.44,0,1,25.75,0.005,-0.0057,accel,0.0,0
brake,safe_slight_right,"[0.4113, 0.5014]","[0.8071, 0.8523]",0.4563,0.8297,31.2,1,0,79.43,0.0051,-0.0053,brake,0.0,0
accel,heel_right_danger,"[0.5045, 0.6006]","[0.8181, 0.8903]",0.5526,0.8542,70.16,0,1,24.59,0.1014,0.0192,accel,1.228,2
brake,heel_left_danger,"[0.2735, 0.3865]","[0.8265, 0.903]",0.33,0.8647,61.1,1,0,18.44,-0.1212,0.0297,brake,1.956,2
brake,safe_centered,"[0.4069, 0.5127]","[0.8044, 0.8736]",0.4598,0.839,41.53,1,0,28.29,0.0086,0.004,brake,0.0,0
accel,safe_slight_right,"[0.4305, 0.5161]","[0.7914, 0.8527]",0.4733,0.8221,43.86,0,1,54.82,0.0221,-0.0129,accel,0.0,0
brake,heel_too_close_warning,"[0.3965, 0.4931]","[0.7302, 0.7814]",0.4448,0.7558,67.7,1,0,3.09,-0.0064,-0.0792,brake,0.365,1
brake,heel_right_danger,"[0.5618, 0.6468]","[0.7924, 0.86]",0.6043,0.8262,53.86,1,0,76.72,0.1531,-0.0088,brake,7.785,2
accel,wrong_pedal_danger,"[0.4122, 0.5073]","[0.8083, 0.8756]",0.4597,0.8419,68.23,1,0,9.73,0.0085,0.0069,brake,5.5,2
accel,accel_press_high_speed_warning,"[0.4018, 0.4824]","[0.8051, 0.8646]",0.4421,0.8349,40.32,0,1,48.08,-0.0091,-0.0001,accel,0.0,1
brake,heel_left_warning,"[0.3381, 0.4247]","[0.7877, 0.853]",0.3814,0.8203,61.92,1,0,19.47,-0.0698,-0.0147,brake,0.596,1
brake,safe_slight_right,"[0.3919, 0.4999]","[0.788, 0.8477]",0.4459,0.8179,39.49,1,0,56.3,-0.0053,-0.0171,brake,0.0,0
brake,panic_random_danger,"[0.125, 0.2186]","[0.7886, 0.8658]",0.1718,0.8272,51.77,0,0,48.43,-0.2794,-0.0078,none,14.295,2
accel,safe_slight_right,"[0.4038, 0.5314]","[0.803, 0.8708]",0.4676,0.8369,32.75,0,1,6.79,0.0164,0.0019,accel,0.0,0
brake,heel_right_warning,"[0.4687, 0.5586]","[0.786, 0.8528]",0.5136,0.8194,36.66,1,0,50.15,0.0624,-0.0156,brake,2.345,1
brake,safe_brake_cover,"[0.4013, 0.5032]","[0.7985, 0.8635]",0.4522,0.831,48.24,1,0,37.4,0.001,-0.004,brake,0.0,0
brake,no_pedal_danger,"[0.4057, 0.5055]","[0.7934, 0.8415]",0.4556,0.8175,58.64,0,0,55.12,0.0044,-0.0175,none,3.9,2
accel,heel_left_danger,"[0.2641, 0.3338]","[0.8323, 0.8932]",0.2989,0.8628,38.68,0,1,8.91,-0.1523,0.0278,accel,6.875,2
brake,safe_brake_cover,"[0.3959, 0.5125]","[0.7939, 0.8676]",0.4542,0.8307,35.54,1,0,37.54,0.003,-0.0043,brake,0.0,0
accel,safe_centered,"[0.395, 0.4965]","[0.757, 0.8282]",0.4457,0.7926,40.78,0,1,31.61,-0.0055,-0.0424,accel,0.0,0
accel,no_pedal_danger,"[0.3996, 0.5139]","[0.8101, 0.8791]",0.4568,0.8446,49.44,0,0,37.84,0.0056,0.0096,none,3.9,2
accel,safe_slight_right,"[0.4136, 0.5109]","[0.7672, 0.8565]",0.4623,0.8119,43.06,0,1,0.0,0.0111,-0.0231,accel,0.0,0
brake,heel_left_warning,"[0.3525, 0.443]","[0.7919, 0.8552]",0.3978,0.8235,61.84,1,0,32.01,-0.0534,-0.0115,brake,0.269,1
accel,heel_too_far_warning,"[0.3711, 0.5116]","[0.8892, 0.9536]",0.4414,0.9214,46.43,0,1,52.29,-0.0098,0.0864,accel,0.882,1
brake,safe_slight_right,"[0.4066, 0.5038]","[0.7861, 0.8714]",0.4552,0.8288,44.04,1,0,39.73,0.004,-0.0062,brake,0.0,0
brake,heel_right_danger,"[0.4613, 0.5751]","[0.7936, 0.84]",0.5182,0.8168,53.36,1,0,35.55,0.067,-0.0182,brake,2.621,2
brake,safe_brake_cover,"[0.3868, 0.5068]","[0.8159, 0.8734]",0.4468,0.8446,35.35,1,0,32.85,-0.0044,0.0096,brake,0.0,0
accel,safe_slight_right,"[0.4144, 0.5152]","[0.7985, 0.8746]",0.4648,0.8365,38.7,0,1,23.29,0.0136,0.0015,accel,0.0,0
brake,safe_brake_cover,"[0.3878, 0.4811]","[0.7967, 0.8611]",0.4345,0.8289,30.34,1,0,60.32,-0.0167,-0.0061,brake,0.0,0
brake,safe_centered,"[0.4058, 0.5167]","[0.7949, 0.8783]",0.4612,0.8366,51.87,1,0,51.38,0.01,0.0016,brake,0.0,0
brake,safe_slight_right,"[0.3889, 0.5081]","[0.7983, 0.8916]",0.4485,0.845,48.96,1,0,59.98,-0.0027,0.01,brake,0.0,0
accel,safe_centered,"[0.4045, 0.5053]","[0.7889, 0.8645]",0.4549,0.8267,43.22,0,1,26.54,0.0037,-0.0083,accel,0.0,0
brake,safe_slight_right,"[0.395, 0.5203]","[0.817, 0.8891]",0.4576,0.853,44.02,1,0,48.25,0.0064,0.018,brake,0.0,0
brake,heel_left_warning,"[0.3453, 0.4454]","[0.7944, 0.8601]",0.3954,0.8273,44.77,1,0,40.45,-0.0558,-0.0077,brake,0.317,1
accel,brake_press_low_speed_warning,"[0.3979, 0.4773]","[0.7774, 0.854]",0.4376,0.8157,81.25,1,0,9.82,-0.0136,-0.0193,brake,5.5,2
accel,safe_brake_cover,"[0.4145, 0.4795]","[0.8139, 0.8783]",0.447,0.8461,50.79,0,1,51.02,-0.0042,0.0111,accel,0.0,0
brake,accel_press_high_speed_warning,"[0.4046, 0.4968]","[0.8053, 0.8687]",0.4507,0.837,61.07,0,1,58.7,-0.0005,0.002,accel,5.5,2
accel,brake_press_low_speed_warning,"[0.4218, 0.4963]","[0.8165, 0.8865]",0.459,0.8515,100.0,1,0,1.48,0.0078,0.0165,brake,5.5,2
brake,brake_press_low_speed_warning,"[0.396, 0.5166]","[0.8119, 0.8799]",0.4563,0.8459,50.0,1,0,0.53,0.0051,0.0109,brake,0.8,1
brake,safe_brake_cover,"[0.3846, 0.4801]","[0.7673, 0.8515]",0.4324,0.8094,48.63,1,0,9.39,-0.0188,-0.0256,brake,0.0,0
accel,safe_centered,"[0.4334, 0.5268]","[0.7854, 0.8669]",0.4801,0.8262,43.51,0,1,28.78,0.0289,-0.0088,accel,0.0,0
accel,heel_left_warning,"[0.3492, 0.4531]","[0.8068, 0.881]",0.4011,0.8439,48.72,0,1,42.68,-0.0501,0.0089,accel,0.736,1
brake,no_pedal_danger,"[0.3826, 0.4794]","[0.8087, 0.8865]",0.431,0.8476,69.59,0,0,19.77,-0.0202,0.0126,none,2.5,2
accel,heel_right_warning,"[0.4919, 0.5612]","[0.7959, 0.8756]",0.5266,0.8358,45.09,0,1,20.85,0.0754,0.0008,accel,0.708,1
brake,safe_slight_right,"[0.4238, 0.5251]","[0.7884, 0.8437]",0.4745,0.8161,44.33,1,0,26.27,0.0233,-0.0189,brake,0.331,0
accel,safe_brake_cover,"[0.41, 0.5373]","[0.7858, 0.8693]",0.4736,0.8276,34.39,0,1,35.63,0.0224,-0.0074,accel,0.0,0
accel,safe_centered,"[0.412, 0.512]","[0.7728, 0.8481]",0.462,0.8105,41.91,0,1,14.36,0.0108,-0.0245,accel,0.0,0
brake,accel_press_high_speed_warning,"[0.415, 0.5029]","[0.7711, 0.862]",0.4589,0.8166,87.33,0,1,82.39,0.0077,-0.0184,accel,5.5,2
brake,safe_brake_cover,"[0.3644, 0.4461]","[0.7988, 0.8653]",0.4052,0.8321,23.71,1,0,50.94,-0.046,-0.0029,brake,0.12,0
brake,heel_too_far_warning,"[0.4164, 0.5131]","[0.8874, 0.9603]",0.4648,0.9238,38.38,1,0,40.34,0.0136,0.0888,brake,0.962,1
brake,safe_brake_cover,"[0.3795, 0.4698]","[0.7869, 0.8795]",0.4246,0.8332,45.28,1,0,41.81,-0.0266,-0.0018,brake,0.0,0
accel,safe_slight_right,"[0.4333, 0.506]","[0.8194, 0.8679]",0.4697,0.8436,43.39,0,1,32.83,0.0185,0.0086,accel,0.0,0
brake,safe_slight_right,"[0.4214, 0.5013]","[0.8064, 0.881]",0.4614,0.8437,28.97,1,0,37.85,0.0102,0.0087,brake,0.0,0
brake,accel_press_high_speed_warning,"[0.4089, 0.4843]","[0.8175, 0.8794]",0.4466,0.8484,34.48,0,1,64.73,-0.0046,0.0134,accel,5.5,2
accel,heel_too_far_warning,"[0.41, 0.5059]","[0.9042, 0.9613]",0.4579,0.9328,46.16,0,1,33.81,0.0067,0.0978,accel,1.253,1
accel,safe_slight_right,"[0.415, 0.5132]","[0.8068, 0.8597]",0.4641,0.8332,40.9,0,1,7.85,0.0129,-0.0018,accel,0.0,0
brake,heel_left_warning,"[0.3317, 0.4219]","[0.7994, 0.8648]",0.3768,0.8321,51.81,1,0,9.58,-0.0744,-0.0029,brake,0.688,1
brake,heel_right_danger,"[0.516, 0.6272]","[0.7663, 0.8521]",0.5716,0.8092,54.18,1,0,27.47,0.1204,-0.0258,brake,5.824,2
accel,safe_brake_cover,"[0.3863, 0.4938]","[0.7973, 0.8632]",0.4401,0.8303,30.77,0,1,30.76,-0.0111,-0.0047,accel,0.0,0
accel,safe_slight_right,"[0.4133, 0.5211]","[0.7984, 0.8761]",0.4672,0.8373,44.94,0,1,24.97,0.016,0.0023,accel,0.0,0
brake,heel_right_danger,"[0.5394, 0.6496]","[0.7849, 0.849]",0.5945,0.817,69.38,1,0,44.16,0.1433,-0.018,brake,7.2,2
brake,safe_slight_right,"[0.3816, 0.4851]","[0.7904, 0.8527]",0.4333,0.8215,42.23,1,0,66.81,-0.0179,-0.0135,brake,0.0,0
brake,heel_too_close_warning,"[0.3942, 0.4944]","[0.7453, 0.8187]",0.4443,0.782,44.12,1,0,20.02,-0.0069,-0.053,brake,0.037,1
brake,heel_left_danger,"[0.2861, 0.3778]","[0.8061, 0.8602]",0.332,0.8331,60.75,1,0,67.49,-0.1192,-0.0019,brake,1.852,2
brake,heel_right_warning,"[0.4545, 0.536]","[0.7797, 0.8468]",0.4952,0.8133,46.74,1,0,51.73,0.044,-0.0217,brake,1.242,1
brake,safe_slight_right,"[0.4157, 0.5196]","[0.8095, 0.8735]",0.4676,0.8415,58.71,1,0,14.96,0.0164,0.0065,brake,0.057,0
brake,safe_centered,"[0.3842, 0.4956]","[0.8107, 0.8764]",0.4399,0.8435,54.23,1,0,50.19,-0.0113,0.0085,brake,0.0,0
brake,heel_too_far_warning,"[0.381, 0.4845]","[0.9058, 0.9779]",0.4327,0.9419,50.5,1,0,39.44,-0.0185,0.1069,brake,1.548,1
accel,heel_right_danger,"[0.5226, 0.6073]","[0.8068, 0.8802]",0.5649,0.8435,55.55,0,1,4.16,0.1137,0.0085,accel,1.475,2
accel,accel_press_high_speed_warning,"[0.4074, 0.5231]","[0.7885, 0.868]",0.4652,0.8282,62.24,0,1,60.01,0.014,-0.0068,accel,1.0,1
brake,safe_brake_cover,"[0.4005, 0.5006]","[0.8386, 0.9053]",0.4506,0.8719,49.23,1,0,13.31,-0.0006,0.0369,brake,0.0,0
brake,brake_press_low_speed_warning,"[0.4009, 0.4958]","[0.8016, 0.8841]",0.4483,0.8428,64.86,1,0,4.97,-0.0029,0.0078,brake,0.0,1
brake,heel_too_close_warning,"[0.3806, 0.4705]","[0.7207, 0.7905]",0.4255,0.7556,39.57,1,0,29.92,-0.0257,-0.0794,brake,0.367,1
brake,brake_press_low_speed_warning,"[0.3827, 0.4964]","[0.7952, 0.8748]",0.4396,0.835,54.33,1,0,9.82,-0.0116,0.0,brake,0.0,1
accel,heel_too_close_warning,"[0.411, 0.5016]","[0.678, 0.7674]",0.4563,0.7227,50.31,0,1,45.14,0.0051,-0.1123,accel,1.125,1
accel,safe_slight_right,"[0.3983, 0.5117]","[0.8115, 0.8638]",0.455,0.8376,41.72,0,1,11.82,0.0038,0.0026,accel,0.0,0
accel,safe_brake_cover,"[0.4039, 0.5169]","[0.7775, 0.8452]",0.4604,0.8114,47.2,0,1,33.24,0.0092,-0.0236,accel,0.0,0
accel,panic_random_danger,"[0.2921, 0.3984]","[0.8225, 0.8924]",0.3453,0.8575,48.81,1,0,30.12,-0.1059,0.0225,brake,8.843,2
accel,panic_random_danger,"[0.2786, 0.3869]","[0.7298, 0.8248]",0.3327,0.7773,45.78,0,1,46.99,-0.1185,-0.0577,accel,4.268,2
brake,accel_press_high_speed_warning,"[0.3834, 0.5022]","[0.7761, 0.8646]",0.4428,0.8204,64.56,0,1,63.12,-0.0084,-0.0146,accel,5.5,2
accel,accel_press_high_speed_warning,"[0.3873, 0.4759]","[0.8127, 0.8889]",0.4316,0.8508,49.87,0,1,39.94,-0.0196,0.0158,accel,0.0,1
brake,accel_press_high_speed_warning,"[0.4073, 0.4948]","[0.8225, 0.8776]",0.4511,0.8501,44.86,0,1,62.24,-0.0001,0.0151,accel,5.5,2
brake,heel_too_close_warning,"[0.4141, 0.5006]","[0.6941, 0.7724]",0.4574,0.7332,42.68,1,0,38.72,0.0062,-0.1018,brake,0.782,1
brake,heel_too_close_warning,"[0.4426, 0.5164]","[0.7453, 0.8019]",0.4795,0.7736,23.38,1,0,37.74,0.0283,-0.0614,brake,0.674,1
brake,no_pedal_danger,"[0.4076, 0.5043]","[0.7913, 0.8828]",0.4559,0.837,58.97,0,0,14.07,0.0047,0.002,none,2.5,2
accel,heel_right_warning,"[0.4782, 0.5591]","[0.7997, 0.8682]",0.5187,0.8339,53.28,0,1,19.21,0.0675,-0.0011,accel,0.549,1
brake,accel_press_high_speed_warning,"[0.3793, 0.525]","[0.8193, 0.8825]",0.4521,0.8509,43.45,0,1,57.71,0.0009,0.0159,accel,5.5,2
brake,no_pedal_danger,"[0.3794, 0.4818]","[0.8125, 0.8663]",0.4306,0.8394,51.28,0,0,7.7,-0.0206,0.0044,none,2.5,2
brake,safe_centered,"[0.3948, 0.4817]","[0.802, 0.8635]",0.4383,0.8327,50.59,1,0,27.87,-0.0129,-0.0023,brake,0.0,0
accel,brake_press_low_speed_warning,"[0.4122, 0.5002]","[0.78, 0.8597]",0.4562,0.8198,32.42,1,0,4.53,0.005,-0.0152,brake,5.5,2
accel,heel_right_danger,"[0.5593, 0.658]","[0.8137, 0.8933]",0.6086,0.8535,39.83,0,1,37.54,0.1574,0.0185,accel,2.349,2
brake,no_pedal_danger,"[0.3873, 0.491]","[0.7934, 0.8746]",0.4391,0.834,69.48,0,0,44.15,-0.0121,-0.001,none,3.9,2
accel,heel_left_danger,"[0.273, 0.3757]","[0.7884, 0.8638]",0.3244,0.8261,46.42,0,1,75.13,-0.1268,-0.0089,accel,5.84,2
accel,accel_press_high_speed_warning,"[0.4009, 0.5199]","[0.8015, 0.8749]",0.4604,0.8382,49.74,0,1,74.41,0.0092,0.0032,accel,1.0,1
accel,panic_random_danger,"[0.5284, 0.6139]","[0.6808, 0.7451]",0.5712,0.713,53.8,1,0,25.07,0.12,-0.122,brake,8.54,2
accel,safe_centered,"[0.4062, 0.4946]","[0.7926, 0.8756]",0.4504,0.8341,27.16,0,1,18.64,-0.0008,-0.0009,accel,0.0,0
